category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
ITパスポート試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"スマートファクトリーにおいても使用されている FMS (Flexible Manufacturing System) に関する記述として、最も適切なものはどれか。","複数の工作機械や産業用ロボットなどを有機的に結合し、生産プロセス全体を統括的に制御・管理する。","技術革新を効果的に自社の経営に取り入れることによって、企業の成長を図る。","生産工程の各段階で、原材料から完成製品までの資材の流れを適時・適量に管理する。","生産時に必要となる部品などを必要な分だけ供給することによって、生産リードタイムを短縮する。","複数の工作機械や産業用ロボットなどを有機的に結合し、生産プロセス全体を統括的に制御・管理する。",60,"FMS(Flexible Manufacturing System)は、NC工作機械、自動搬送装置、倉庫などを有機的に結合し、コンピュータで制御することで、多品種少量生産に対応した生産自動化を実現するシステムである。
「技術革新を効果的に自社の経営に取り入れることによって、企業の成長を図る。」: MOT(Management Of Technology: 技術経営)の説明である。
「生産工程の各段階で、原材料から完成製品までの資材の流れを適時・適量に管理する。」: MRP(Material Requirements Planning: 資材所要量計画)の説明である。
「生産時に必要となる部品などを必要な分だけ供給することによって、生産リードタイムを短縮する。」: JIT(Just In Time)の説明である。
「複数の工作機械や産業用ロボットなどを有機的に結合し、生産プロセス全体を統括的に制御・管理する。」: 正しい。FMSの説明である。"
ITパスポート試験,ストラテジ系,企業と法務,法務,2025,"商標法におけるサービスマークを説明したものはどれか。","輸送業者、金融業者などが提供する役務を、他社の役務と区別するために表示する商標である。","企業が、企業そのものを他社と区別するために表示する商標である。","製造業者、販売業者が提供する商品を、他社の商品と区別するために表示する商標である。","大規模小売業者が開発したプライベートブランドの商品を、他社の商品と区別するために表示する商標である。","輸送業者、金融業者などが提供する役務を、他社の役務と区別するために表示する商標である。",60,"サービスマーク(役務商標)は、商標のうち、商品ではなくサービス(役務)について使用するものをいう。交通機関や通信、金融、教育など形のないサービスを提供する業態において、企業が独自にロゴや名称を定めて表示することで、自社のサービスであることを消費者に示すことができる。
「企業が、企業そのものを他社と区別するために表示する商標である。」: 企業のロゴマークの説明である。
「製造業者、販売業者が提供する商品を、他者の商品と区別するために表示する商標である。」: 商品に付けられる標章なので、トレードマーク(商品商標)の説明である。
「大規模小売業者が開発したプライベートブランドの商品を、他者の商品と区別するために表示する商標である。」: 商品に付けられる標章なので、トレードマーク(商品商標)の説明である。
「輸送業者、金融業者などが提供する役務を、他者の役務と区別するために表示する商標である。」: 正しい。サービスマークの説明である。"
ITパスポート試験,ストラテジ系,システム戦略,システム企画,2025,"新しい ITソリューションの活用の是非を判断するために、そのITソリューションの提供者に、活用事例や技術情報などの提供を依頼する文書として、最も適切なものはどれか。","RFI","EDI","KPI","RFI","RFP",60,"EDI: Electronic Data Interchangeの略。企業間の受発注や請求といった商取引のデータを、通信回線を通じて標準化された電子的な形式でやり取りするための仕組みである。
KPI: Key Performance Indicatorの略。母児ネス戦略の目標達成に向けて実施される業務プロセスに関し、その実行状況を定量的に把握・評価するために設定される指標である。重要業績評価指標とも呼ばれる。
RFI: 正しい。RFI(Request For Information: 情報提供依頼)は、システム開発やITサービスの導入を検討している組織が、調達先候補に対し、保有する技術や実績、提供可能なソリューションなどの情報提供を依頼する文書、またはそのプロセスを指す。
RFP: Request For Proposalの略で提案依頼書のこと。情報システムの導入を検討している企業や組織が、調達先候補のITベンダーに対して具体的な提案を求める際に提示する文書であり、委託する業務の要件や調達条件を明確に記載したものである。"
ITパスポート試験,ストラテジ系,経営戦略,経営戦略マネジメント,2025,"事業,経営情報に知財情報を組み込んで分析し、現状の俯瞰や将来展望などの分析結果を事業責任者、経営者と共有し、事業戦略又は経営戦略に反映させることを表す用語として、最も適切なものはどれか。","IP ランドスケープ (Intellectual Property Landscape)","CVC (Corporate Venture Capital)","IP ランドスケープ (Intellectual Property Landscape)","MOT (Management of Technology)","SWOT 分析",60,"CVC(Corporate Venture Capital): CVC(コーポレートベンチャーキャピタル)は、投資会社ではない事業会社が、自社の戦略と関連する未上場のベンチャー企業やスタートアップに出資することである。
IPランドスケープ(Intellectual Property Landscape): 正しい。経営戦略や議場戦略の立案に際し、経営・事業情報に知的情報を組み込んだ分析を実施し、その分析結果を経営者・事業責任者と共有することである。
MOT(Management of Technology): 技術経営とも呼ばれ、技術開発の成果によって事業利益を獲得することを目的とした経営手法である。
SWOT分析: 企業内外の要因を、S(Strength: 強み)、W(Weakness: 弱み・弱点)、O(Opportunity: 機会)、T(Threat: 脅威)の4つに分類することで、企業の置かれている経営環境を分析する手法である。"
ITパスポート試験,ストラテジ系,企業と法務,企業活動,2025,"事業運営における意思決定の迅速化、組織の独立採算の推進を目的とし、一つの企業の中に事業領域ごとに独立した組織を設置する組織形態はどれか。","カンパニー制組織","カンパニー制組織","機能別組織","プロジェクト組織","マトリックス組織",60,"カンパニー制組織: 正しい。社内の事業部門をそれぞれ独立した会社のように分け、独立採算制で事業運営させる組織形態である。
機能別組織: 製造、営業、経理、開発などのように職能ごとに構成された組織形態である。職能別組織とも呼ばれる。
プロジェクト組織: 特定の目的を達成するために一時的に編成される有機性の組織形態である。
マトリックス組織: 従来の機能別組織の指揮系統と、各部門を横断する事業・プロジェクト別の指揮系統を同時にもつ組織形態である。"
ITパスポート試験,ストラテジ系,企業と法務,法務,2025,"他人の電子メールの利用者 ID とパスワードの取扱いに関する記述のうち、不正アクセス禁止法で規制されている行為だけを全て挙げたものはどれか。
a. 正当な理由なく本人に無断で第三者に提供する。
b. 他人の電子メールの利用者 IDとパスワードを無効にするマルウェアを作成する。
c. 本人に無断で使用して、メールサーバ上の電子メールを閲覧する。","a, c","a, b, c","a, c","b, c","c",60,"不正アクセス禁止法では、主に以下の行為が規制されている。
・不正アクセス行為: 他人のID・パスワードを無断で使用してログインするなど、アクセス権限なくコンピュータを利用する行為。(cが該当)
・不正アクセス行為を助長する行為: 他人のID・パスワードを正当な理由なく第三者に提供する行為など。(aが該当)
・他人の識別符号(ID・パスワードなど)を不正に取得・保管する行為。
・フィッシング行為(識別符号の入力を不正に要求する行為)。
bのマルウェア作成は、他の法律(不正指令電磁的記録に関する罪など)で規制される可能性があるが、不正アクセス禁止法で直接規制されている行為ではない。"
ITパスポート試験,ストラテジ系,システム戦略,システム戦略,2025,"プロセスマイニングに関する記述として、最も適切なものはどれか。","一連の業務で実際に遂行したシステムの操作ログなどを収集し、現行の業務プロセスの可視化、分析、モニタリングによって業務の課題を特定して改善を図る手法やツールである。","一連の業務で実際に遂行したシステムの操作ログなどを収集し、現行の業務プロセスの可視化、分析、モニタリングによって業務の課題を特定して改善を図る手法やツールである。","業務プロセスをそれまでの習慣などにとらわれず、抜本的に再構築して業務効率の改善を図る手法である。","コンタクトセンターへの問合せ内容や SNS の投稿内容の分析などの業務プロセスで用いられる、膨大な文章データから必要な情報を抽出して分析する手法である。","大量の計算処理で正しい値を算出する一連のプロセスを通じて、暗号資産を取得する手段である。",60,"「一連の業務で実際に遂行したシステムの操作ログなどを収集し、現行の業務プロセスの可視化、分析、モニタリングによって業務の課題を特定して改善を図る手法やツールである。」: 正しい。プロセスマイニングは、業務システム内の操作ログを収集・分析して、実際に行われている業務の状況を可視化するツールである。
「業務プロセスをそれまでの習慣などにとらわれず、抜本的に再構築して業務効率の改善を図る手法である。」: BPR(Business Process Reengineering)の説明である。
「コンタクトセンターへの問合せ内容やSNSの投稿内容の分析などの業務プロセスで用いられる、膨大な文章データから必要な情報を抽出して分析する手法である。」: テキストマイニングの説明である。
「大量の計算処理で正しい値を算出する一連のプロセスを通じて、暗号資産を取得する手段である。」: クリプトマイニングの説明である。"
ITパスポート試験,ストラテジ系,システム戦略,システム戦略,2025,"ITにおけるアクセシビリティに関する記述として、最も適切なものはどれか。","高齢者や障害者などを含め、様々な能力や特性をもつ幅広い層の人が等しく利用できるように配慮したソフトウェア製品の設計","高齢者や障害者などを含め、様々な能力や特性をもつ幅広い層の人が等しく利用できるように配慮したソフトウェア製品の設計","顧客データを基に顧客を識別し、コールセンターやインターネットなどの様々なチャネルを用いて顧客との関係を深める手法","製品、システム、サービスなどにおいて、それらを使用する場面をイメージしたり実際に利用したりすることで得られる人の感じ方や反応","特定のファイルやデータベースなどの情報資産に対し、参照や更新などの権限の認可や制限を確実にする手段",60,"「高齢者や障害者などを含め、様々な能力や特性をもつ幅広い層の人が等しく利用できるように配慮したソフトウェア製品の設計」: 正しい。アクセシビリティは、利用者の年齢や身体的制約、利用環境にかかわらず製品やサービスを利用できること、またはその度合いを表す言葉である。
「顧客データを基に顧客を識別し、コールセンターやインターネットなどの様々なチャネルを用いて顧客との関係を深める手法」: オムニチャネルの説明である。
「製品、システム、サービスなどにおいて、それらを使用する場面をイメージしたり実際に利用したりすることで得られる人の感じ方や反応」: UX(User Experience)の説明である。
「特定のファイルやデータベースなどの情報資産に対し、参照や更新などの権限の認可や制限を確実にする手段」: アクセス制御の説明である。"
ITパスポート試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"仮想環境を用いた技術であるAR又はVRの活用事例のうち、VRの活用事例として、最も適切なものはどれか。","顔を覆うように頭部にゴーグルを装着し、そのゴーグル内に投影された仮想空間に広がる火災や地震の映像を見ながら避難方法をイメージすることによって、防災訓練が行える。","顔を覆うように頭部にゴーグルを装着し、そのゴーグル内に投影された仮想空間に広がる火災や地震の映像を見ながら避難方法をイメージすることによって、防災訓練が行える。","家具をオンラインで購入するときに、スマートフォンのカメラを通して画面に映っている現実の自分の部屋に、購入したい家具をリアルタイムに重ねて試し置きできる。","史跡などにスマートフォンを向けることによって、昔あった建物の画像や説明情報が現実の風景と重なって画面に表示される。","図鑑にスマートフォンをかざすことによって、図鑑の絵や写真に重なって生物の動画が見られる。",60,"AR(Augmented Reality: 拡張現実)
現実世界の情報にデジタル合成などによって作られた情報を重ねて、人間から見た現実世界を拡張する技術。スマートフォンやARグラスで利用する。
VR(Virtual Reality: 仮想現実)
CGによって作り出された世界をVRゴーグルなどを利用してユーザーに体験させる技術。専用のヘッドマウントディスプレイが必要。
ヘッドマウントディスプレイを使用すること、CGで作られた仮想空間に入り込んだ体験を行うことから、VRの事例と判断できる。その他の事例はARに該当する。"
ITパスポート試験,ストラテジ系,システム戦略,システム企画,2025,"ソフトウェアライフサイクルを企画プロセス、要件定義プロセス、開発プロセス、保守プロセスに分けたとき、企画プロセスのシステム化構想の立案時にベンダー企業から収集する情報として、最も適切なものはどれか。","システム化する業務の分野に関する情報技術動向","システム化計画に基づいた開発コストの見積り","システム化する業務の分野に関する情報技術動向","システム構築を進めるに当たっての発注元企業の役割","ベンダー企業の技術者が保有している技術資格",60,"「システム化計画に基づいた開発コストの見積り」: システム化計画の策定後、プロジェクト計画を具体化する段階で収集すべき情報である。システム化計画の立案は、システム化構想が終了した後に行われるので不適切である。
「システム化する業務の分野に関する情報技術動向」: 正しい。システム化構想では、システム導入による効果を最大化する観点から、競争優位や事業機会をもたらす情報技術の利用方法を検討することが望まれる。
「システム構築を進めるに当たっての発注元企業の役割」: 発注元企業の役割は、ベンダー企業に尋ねるものではなく、発注元自身が定義・明確化すべき事項である。
「ベンダー企業の技術者が保有している技術資格」: 技術者の保有資格は、要件定義が終わりベンダーの選定の段階で必要となる情報である。企画段階で収集すべき情報ではない。"
ITパスポート試験,ストラテジ系,経営戦略,ビジネスインダストリ,2025,"基本的な機能やサービスは無償で提供し、追加の機能やサービスを有償で提供することで利益を上げるビジネスモデルを表す用語として、最も適切なものはどれか。","フリーミアム","フリーウェア","フリーミアム","フリーライド","フリーランス",60,"「フリーウェア」: 利用者が無償で使用できることを前提としたソフトウェア。
「フリーミアム」: 正しい。フリー(無料)とプレミアム(割増料金)を合わせた造語で、基本的なサービス・製品は無料で提供し、さらに高度な機能や特別な機能については料金を課金する仕組み。
「フリーライド」: 製品やサービスの恩恵を受けながら、自らは維持や改善のために何も貢献しない便乗行為を指す。
「フリーランス」: 特定の企業や団体に雇用されるのではなく、業務委託契約などに基づいて個人で仕事を請け負い、報酬を得る働き方を指す。"
ITパスポート試験,ストラテジ系,企業と法務,企業活動,2025,"営業部のAさんは、営業担当者10人の営業成績が一目で分かるように、各営業担当者が提出する営業見込みと実績を毎月集約してグラフ化したいと考えている。この問題を解決するために適用する技術やツールとして、最も適切なものはどれか。","入力したデータを、加工して見せるオフィスツール","データを学習し、分析する AI","データを自動収集し、データベースに蓄積する IoT","入力したデータを、加工して見せるオフィスツール","ビッグデータを、様々な手法で分析するデータサイエンス",60,"「データを学習し、分析するAI」: 学習モデルの構築には、大量の学習データの準備やアルゴリズムの選定・調整など、時間と費用がかかる。また、今回の目的はグラフの表示であって、データの分析ではないので目的に合致しない。
「データを自動収集し、データベースに蓄積するIoT」: IoT(Internet of Things)は、コンピュータ以外のモノにセンサーやインターネット機能を持たせる仕組み。この用途には明らかに向いていない。
「入力したデータを、加工して見せるオフィスツール」: 正しい。表計算ソフトなどのオフィスツールは、手入力や定型フォーマットによるデータ管理、簡易な集計、グラフ表示といった小規模なデータ処理に適している。設問のように、現場レベルで10人分のデータを処理するには最適。
「ビッグデータを、様々な手法で分析するデータサイエンス」: ビッグデータは、大規模かつ多種多様なデータを指す。10人分のデータでは情報量が少なすぎて、ビッグデータやデータサイエンスの適用は過剰である。"
ITパスポート試験,ストラテジ系,企業と法務,法務,2025,"コーポレートガバナンスの強化に有効な施策だけを全て挙げたものはどれか。
a. 株式公開買付けによる企業の買収
b. 執行役員制度の導入による経営と執行の分離
c. 独立性の高い社外取締役の選任","b, c","a, b","a, b, c","b, c","c",60,"コーポレートガバナンスは、企業経営について監視・規律を組み込むことで、会社が透明かつ公正に経営されることを確保する仕組み。
a. 誤り。株式公開買付け(TOB)は主に事業拡大や相手企業の買収を目的とする行為で、コーポレートガバナンスの強化とは無関係。
b. 正しい。執行役員制度は、取締役会の決定に従って業務を遂行する執行役員を設置し、取締役会は経営監督に特化する組織形態。執行役員が業務実行に専念することで経営のスピードアップが図れるほか、経営の監督と執行の役割が分離されることによりコーポレートガバナンスの強化にもつながる。
c. 正しい。社外取締役は、会社との直接的な利害関係をもたない外部の人物が、役員として経営の監視や助言を行う制度。取締役に第三者の目線が入ることにより、コーポレートガバナンスの強化につながる。"
